brand,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,Touchscreen,msoffice,latest_price,star_rating
Lenovo,Intel,Celeron Dual,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,No,No,16990,3.4
Lenovo,Intel,Celeron Dual,4 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,No,No,24990,2.8
acer,Intel,Core i5,4 GB GB,DDR4,0 GB,512 GB,Windows,32-bit,0,Casual,No,No,99990,4.5
acer,Intel,Core i5,8 GB GB,DDR5,0 GB,512 GB,Windows,32-bit,4,Casual,No,No,50990,4.4
acer,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,Windows,32-bit,0,Casual,No,No,119990,4
acer,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,No,No,94190,4.3
ASUS,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,No,No,106167,4.5
DELL,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,No,No,68090,1.6
DELL,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,No,No,139990,0
HP,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,ThinNlight,No,No,55990,4
HP,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,No,No,102551,0
lenovo,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,No,No,72990,4.2
Lenovo,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,2,Casual,No,No,46990,4.2
MICROSOFT,Intel,Core i5,8 GB GB,LPDDR4X,128 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,100190,4.4
Smartron,Intel,Core i5,8 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,52990,3.5
MICROSOFT,Intel,Core i5,8 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,91999,4.5
Smartron,Intel,Core i5,4 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,52990,3.9
HP,Intel,Core i5,8 GB GB,DDR4,128 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,76012,4.3
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,49490,4.3
lenovo,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,No,No,102990,4.6
acer,Intel,Core i5,8 GB GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,86867,4.4
LG,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,No,No,76990,4.5
LG,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,76990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,48990,0
LG,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,No,No,62990,4.6
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55990,3.3
acer,Intel,Core i5,8 GB GB,DDR3,256 GB,0 GB,Windows,64-bit,0,ThinNlight,Yes,Yes,81998,4
LG,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,76990,0
HP,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,136590,0
acer,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,59490,3.5
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,49800,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,61999,2.8
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,54990,4.2
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,53990,4.1
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,52990,4.2
HP,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,67990,4.5
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,57990,4.5
Lenovo,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,62300,4.4
realme,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,52990,4.4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,52990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,51990,4.2
Lenovo,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,61990,4.2
RedmiBook,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,No,No,48990,4.2
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,Yes,Yes,63990,4.6
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,65990,4.6
Nokia,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,47990,4.4
acer,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,52990,4.2
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,49990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,71990,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,47990,4
Nokia,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,45990,4.7
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,No,Yes,48490,4.3
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,72990,4.5
MSI,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,76990,4.6
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Gaming,No,Yes,89990,4.6
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,59990,4.5
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,65990,4.4
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,71990,4.7
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,71890,4.3
Lenovo,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,64990,0
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,65990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55999,4.8
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,73490,4.5
HP,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,74490,4.3
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,58340,4
acer,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55999,4.5
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,67990,4.4
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,59990,4.5
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,No,Yes,82990,4.4
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,64190,0
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,70090,4
realme,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,60999,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,No,No,49990,4.1
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55490,3.9
HP,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,97990,5
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,54990,4.4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,59990,4.3
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,53990,4.2
HP,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,66999,4.4
acer,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,60990,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,47990,4.3
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,ThinNlight,No,Yes,59999,4
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,79990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,63990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,63990,4.7
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,59990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55990,0
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,59990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,63990,4.7
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,69490,0
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,89390,0
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,74990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,64990,4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,Yes,66490,4.4
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,89702,0
Lenovo,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,70990,4.2
Infinix,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,42490,4.1
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,58990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,57500,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,Yes,79990,4.6
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,56541,4.4
ASUS,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,59990,3.3
Lenovo,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,64990,4.4
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,61290,3
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,54990,4.2
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,59990,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,6,Casual,No,No,84990,5
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,72500,4.4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,59990,3.9
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,87990,4.7
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,57990,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,69490,4.2
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,68990,4.6
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,No,Yes,77990,4.3
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,105990,4.4
MSI,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,79990,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,55490,4.1
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,69990,4.6
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,84990,4.2
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,59990,3.8
DELL,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,111890,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,65990,4.3
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,32-bit,0,Casual,No,Yes,72990,4.7
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,71090,4.1
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,74990,0
ASUS,Intel,Core i5,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,79990,4.4
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,55490,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,No,Yes,66490,4.1
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,53400,4.1
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,74500,4.4
DELL,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,114990,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,No,No,61990,4.1
APPLE,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Mac,64-bit,0,Casual,No,No,159990,4.4
APPLE,Intel,Core i5,8 GB GB,DDR3,512 GB,0 GB,Mac,64-bit,0,Casual,No,No,172090,4.2
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,74990,0
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,56490,4.5
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,147000,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,55990,4.2
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,77990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,Yes,106490,4.7
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,No,Yes,70990,4.6
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,64990,4.4
acer,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,57990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,64990,4.5
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,54990,4.4
Vaio,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,62890,4
HP,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,111999,0
Lenovo,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,70798,4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,59990,3.8
acer,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,99500,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,55990,4.2
ASUS,Intel,Core i5,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,72990,4.2
acer,Intel,Core i5,8 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,64990,3.8
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,57990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,Yes,76990,4.4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,62998,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,77990,4.5
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,114990,4.4
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,65990,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,88990,3.8
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,113590,0
Mi,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,54990,4.3
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,73990,4.2
LG,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,86990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,61000,4.3
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,99990,4.9
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,67990,4.8
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,70799,4.7
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,65990,4.1
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,53690,4.4
MSI,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,53190,4.5
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,No,Yes,58999,4.4
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,No,No,71990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,4,Casual,No,No,82000,0
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,84990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,89998,0
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,99990,0
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,84990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,69899,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,79990,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,76300,4.2
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,55999,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,72900,3.9
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,73990,4.5
ASUS,Intel,Core i5,8 GB GB,LPDDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,84990,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,No,No,73519,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,126000,5
lenovo,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,No,No,171998,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,No,No,88990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Yes,Yes,114999,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,Yes,82990,4.5
acer,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Yes,No,109999,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Yes,Yes,82990,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,Yes,79990,4.8
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,114990,0
HP,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,129999,0
MSI,Intel,Core i5,8 GB GB,DDR5,512 GB,0 GB,Windows,32-bit,6,Casual,No,No,149990,4.1
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,71290,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,79500,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,82990,3.7
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,70980,4.4
ASUS,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,99990,0
HP,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,No,No,94000,0
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,No,82990,4.4
MSI,Intel,Core i5,8 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,79990,4.9
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,85990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,86990,0
ASUS,Intel,Core i5,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,105990,5
ASUS,Intel,Core i5,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,84990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,59999,4.4
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,91999,4.6
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,78900,3.6
ASUS,Intel,Core i5,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,132790,0
Nokia,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,55990,4.1
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,60990,3.9
Avita,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,65556,0
DELL,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,70190,3.5
