brand,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,Touchscreen,msoffice,latest_price,star_rating
DELL,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,No,79590,0
Avita,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,65556,0
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,76990,0
Nokia,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,52790,4
Avita,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,65556,0
Avita,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,44990,3.4
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,84990,3.9
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Yes,Yes,86999,4.7
HP,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,78000,4.4
Avita,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73063,3.4
Avita,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73063,3.4
HP,Intel,Core i5,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,Yes,100990,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,74990,3.3
ASUS,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,75990,4.6
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,No,Yes,84086,3.5
ASUS,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,No,No,75990,4.5
ASUS,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,77990,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,77990,4.5
APPLE,Intel,Core i5,16 GB GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,No,No,179990,4.7
APPLE,Intel,Core i5,16 GB GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,No,No,179990,4.8
ASUS,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,82990,4.5
ASUS,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,87990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,84500,4.3
DELL,Intel,Core i5,8 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,74190,4.5
Lenovo,Intel,Core i5,8 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,64990,3
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,Yes,No,155411,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,Yes,No,125394,0
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,No,No,49990,0
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,46990,3.8
DELL,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,Yes,48990,3.6
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,No,Yes,59999,4.1
ASUS,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,46990,4
MSI,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,No,No,52990,4.1
Lenovo,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,No,No,57999,0
Lenovo,Intel,Core i5,8 GB GB,DDR3,0 GB,1024 GB,Windows,64-bit,0,Casual,No,No,52490,3.8
Lenovo,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,No,No,56990,4
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,ThinNlight,No,No,61990,4.1
DELL,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,No,No,58090,0
ASUS,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,No,No,56990,0
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,61597,0
ASUS,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,81990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,No,No,61249,0
DELL,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,No,No,58990,0
ASUS,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,No,No,83990,0
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,No,No,291190,4.6
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,No,No,145990,4.5
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,No,No,179990,4.4
HP,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,No,Yes,64990,4.3
HP,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,No,No,46790,4.2
HP,Intel,Core i5,4 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,No,No,44599,4.1
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,No,No,72964,4.2
HP,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,No,Yes,48790,3.4
acer,Intel,Core i5,8 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,No,No,56491,3.2
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,No,Yes,50990,4.3
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,No,55990,4.5
acer,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,57990,4.6
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,52990,0
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,57990,4.2
acer,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,56990,4
acer,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,55490,3.8
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,No,62490,3.9
ASUS,Intel,Core i5,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,64990,4.7
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,Yes,59990,4.3
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,Yes,60190,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,No,54490,4.3
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,No,Yes,60990,4.3
DELL,Intel,Core i5,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,Yes,55790,4.2
ASUS,Intel,Core i5,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,Yes,64990,4.3
ASUS,Intel,Core i5,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,58990,4.8
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,Yes,54990,3.8
HP,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,Yes,71990,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,No,69900,0
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,Yes,65990,4.2
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,49990,3.9
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,Yes,58990,4
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,No,74590,4.4
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,2,Casual,No,No,58990,5
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,64990,0
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,No,66490,3.8
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,No,No,77900,4.3
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,No,67490,3.8
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,Yes,61990,0
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,Yes,58990,4.3
Lenovo,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,No,74999,4.3
ASUS,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,Yes,68900,5
DELL,Intel,Core i5,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,No,No,71695,4.2
acer,Intel,Core i5,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,No,No,62490,3.4
DELL,Intel,Core i5,8 GB GB,DDR4,0 GB,2048 GB,Windows,64-bit,2,Casual,No,Yes,62317,4
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,No,No,207290,0
DELL,Intel,Core i7,16 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,4,Casual,No,Yes,87990,4.1
Avita,Intel,Core i7,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73990,0
Avita,Intel,Core i7,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73990,0
Avita,Intel,Core i7,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73990,0
Avita,Intel,Core i7,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73990,0
Avita,Intel,Core i7,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73990,0
Avita,Intel,Core i7,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,73990,0
ASUS,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,57990,4.3
ASUS,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,61990,4.5
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,79990,4.5
Lenovo,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,68990,4.5
Mi,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,59490,4.2
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,85990,4.4
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,Yes,99990,4.4
Infinix,Intel,Core i7,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,8,Casual,No,No,54990,4.3
ASUS,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,77990,4.3
Lenovo,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,79990,4
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,Yes,93190,5
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,94990,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,84990,4.5
MSI,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,57990,4.4
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,102990,4.7
DELL,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,99990,0
ASUS,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,No,94990,4.5
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,104000,0
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,76990,0
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,90190,4.3
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Yes,No,88488,0
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,109990,4.3
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,86990,0
MSI,Intel,Core i7,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,89990,0
HP,Intel,Core i7,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,239759,0
ASUS,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,78990,4.5
DELL,Intel,Core i7,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,121890,1.7
ASUS,Intel,Core i7,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,85990,4.4
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,94990,0
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,No,Yes,92000,4.5
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,162990,3.3
DELL,Intel,Core i7,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,135300,5
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,No,No,64990,4.4
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,174527,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,162299,0
DELL,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,109190,0
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,99999,0
MSI,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,No,No,104990,4
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Yes,No,109990,0
ASUS,Intel,Core i7,16 GB GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,99990,4.3
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,2,ThinNlight,No,No,244801,0
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,94990,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,Yes,86000,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,No,No,162399,0
HP,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,No,No,119599,0
Lenovo,Intel,Core i7,16 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,211753,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,No,No,110999,0
DELL,Intel,Core i7,16 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,99990,0
ASUS,Intel,Core i7,8 GB GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,81990,4.3
MSI,Intel,Core i7,8 GB GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,No,No,66990,4.5
MSI,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,84990,4.4
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,2,Casual,Yes,Yes,104990,0
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,134990,0
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,No,No,98990,4.5
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,Yes,144690,4.2
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,99990,0
MSI,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,119990,4.3
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,4,Casual,No,No,194990,0
ASUS,Intel,Core i7,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,124990,4.6
DELL,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,No,No,122410,0
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,179990,4.2
MSI,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Yes,No,154990,4
Lenovo,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,122990,3
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Yes,No,224990,4.7
MSI,Intel,Core i7,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,8,Casual,No,No,279990,0
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,121990,0
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,No,No,116990,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,151098,4.4
MSI,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,No,129990,4.2
HP,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,149999,0
MSI,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,139990,4.5
acer,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,129990,4.5
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,Yes,171990,0
DELL,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,93955,4.8
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,No,234990,0
HP,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,128500,3.7
Lenovo,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,Yes,102990,4.4
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,119990,4.8
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,No,No,120980,0
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,6,Casual,No,No,157249,4.3
Lenovo,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,ThinNlight,No,No,229900,0
ASUS,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,131500,0
ASUS,Intel,Core i7,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,154990,5
ASUS,Intel,Core i7,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,165990,0
Lenovo,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,119990,2.5
ASUS,Intel,Core i7,16 GB GB,LPDDR3,1024 GB,0 GB,Windows,64-bit,0,Casual,No,No,167990,0
HP,Intel,Core i7,16 GB GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,165000,0
Avita,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,No,No,62990,3.9
Lenovo,Intel,Core i7,16 GB GB,LPDDR4,1024 GB,0 GB,Windows,64-bit,0,Casual,No,Yes,85990,3.4
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,2,Casual,No,Yes,94990,0
HP,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,Yes,136990,0
Lenovo,Intel,Core i7,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,Yes,234990,0
acer,Intel,Core i7,16 GB GB,DDR4,2048 GB,0 GB,Windows,64-bit,8,Casual,No,No,159990,3.8
ASUS,Intel,Core i7,16 GB GB,LPDDR3,2048 GB,0 GB,Windows,64-bit,0,Casual,No,No,233990,0
ASUS,Intel,Core i7,16 GB GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,No,No,93990,0
HP,Intel,Core i7,16 GB GB,DDR4,128 GB,1024 GB,Windows,64-bit,4,Casual,No,No,116941,0
MSI,Intel,Core i7,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,No,No,63990,4.3
ASUS,Intel,Core i7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,No,No,66990,4.2
ASUS,Intel,Core i7,16 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,ThinNlight,No,No,82500,0
acer,Intel,Core i7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,6,Casual,No,No,119990,4.6
MSI,Intel,Core i7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,No,No,159990,0
ASUS,Intel,Core i7,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,No,No,98912,0
acer,Intel,Core i7,16 GB GB,DDR4,512 GB,1024 GB,Windows,64-bit,4,Casual,No,No,92990,4.5
acer,Intel,Core i7,16 GB GB,DDR4,512 GB,1024 GB,Windows,32-bit,6,Casual,No,No,119990,4.5
acer,Intel,Core i9,32 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,8,Casual,No,No,169990,0
acer,Intel,Core i9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,139990,0
MSI,Intel,Core i9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,192990,0
ASUS,Intel,Core i9,16 GB GB,DDR5,1024 GB,0 GB,Windows,64-bit,6,Casual,No,No,299990,0
ASUS,Intel,Core i9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Casual,Yes,No,269990,4.8
ASUS,Intel,Core i9,16 GB GB,DDR4,1024 GB,0 GB,Windows,64-bit,6,Gaming,No,No,139990,0
Lenovo,Intel,Core i9,16 GB GB,DDR4,1024 GB,0 GB,Windows,32-bit,8,Casual,No,No,265998,0
ASUS,Intel,Core i9,16 GB GB,DDR4,3072 GB,0 GB,Windows,32-bit,6,Casual,No,No,441990,5
Smartron,Intel,Core m3,4 GB GB,DDR3,128 GB,0 GB,Windows,64-bit,0,Casual,Yes,No,42990,3.5
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,No,No,86990,4.5
acer,AMD,Dual Core,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,No,No,29990,0
acer,AMD,Dual Core,4 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,Casual,No,No,31990,4
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,No,No,109990,4.6
MSI,Intel,Core i5,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,No,No,109590,4.6
ASUS,Intel,Core i7,16 GB GB,LPDDR4X,0 GB,512 GB,DOS,32-bit,6,Casual,No,No,146490,3
HP,Intel,Dual Core,4 GB GB,DDR4,0 GB,512 GB,DOS,32-bit,0,Casual,No,No,61745,4.6
ASUS,Intel,Ever Screenpad,4 GB GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,No,No,209690,5
ASUS,Intel,Ever Screenpad,4 GB GB,DDR4,0 GB,512 GB,DOS,64-bit,4,Casual,No,No,175190,4.8
ALIENWARE,Intel,GeForce GTX,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,No,No,199990,4.9
DELL,Intel,GeForce GTX,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,4,Casual,No,No,75500,4.4
